COUNTRY,REGION,YEAR,GOVERNMENT DEBT AS % OF GDP,INDEPENDENCE,LESSTHANONE,DEBT%GDPWINSOR
UK,Western Europe,1814,219.9,,,219.9
UK,Western Europe,1815,226.4,,,226.4
UK,Western Europe,1816,237.3,,,237.3
UK,Western Europe,1817,230.9,,,230.9
UK,Western Europe,1818,258.7,,,258.7
UK,Western Europe,1819,260.6,,,260.6
UK,Western Europe,1820,260.1,,,260.1
UK,Western Europe,1821,260.3,,,260.3
UK,Western Europe,1822,246.6,,,246.6
UK,Western Europe,1823,237.5,,,237.5
UK,Western Europe,1824,224.6,,,224.6
UK,Western Europe,1825,212.5,,,212.5
UK,Western Europe,1826,201.2,,,201.2
UK,Western Europe,1827,191.9,,,191.9
UK,Western Europe,1828,182.9,,,182.9
UK,Western Europe,1829,173.4,,,173.4
UK,Western Europe,1830,165.3,,,165.3
UK,Western Europe,1831,163.8,,,163.8
UK,Western Europe,1832,170.9,,,170.9
UK,Western Europe,1833,172.9,,,172.9
UK,Western Europe,1834,162.4,,,162.4
UK,Western Europe,1835,152.5,,,152.5
UK,Western Europe,1836,145.8,,,145.8
UK,Western Europe,1837,151.8,,,151.8
UK,Western Europe,1838,142.7,,,142.7
UK,Western Europe,1839,135.6,,,135.6
UK,Western Europe,1840,144.5,,,144.5
UK,Western Europe,1841,152,,,152
UK,Western Europe,1842,158.8,,,158.8
UK,Western Europe,1843,159.3,,,159.3
UK,Western Europe,1844,146.3,,,146.3
UK,Western Europe,1845,137.4,,,137.4
UK,Western Europe,1846,128.2,,,128.2
UK,Western Europe,1847,123.1,,,123.1
UK,Western Europe,1848,129.1,,,129.1
UK,Western Europe,1849,127.1,,,127.1
UK,Western Europe,1850,138.7,,,138.7
UK,Western Europe,1851,131.4,,,131.4
UK,Western Europe,1852,129.4,,,129.4
UK,Western Europe,1853,115.4,,,115.4
UK,Western Europe,1854,107.9,,,107.9
UK,Western Europe,1855,105.5,,,105.5
UK,Western Europe,1856,104.9,,,104.9
UK,Western Europe,1857,104.2,,,104.2
UK,Western Europe,1858,107.6,,,107.6
UK,Western Europe,1859,101.9,,,101.9
UK,Western Europe,1860,99.3,,,99.3
UK,Western Europe,1861,95.1,,,95.1
UK,Western Europe,1862,93.6,,,93.6
UK,Western Europe,1863,89.7,,,89.7
UK,Western Europe,1864,84.1,,,84.1
UK,Western Europe,1865,81.1,,,81.1
UK,Western Europe,1866,76.7,,,76.7
UK,Western Europe,1867,77.7,,,77.7
UK,Western Europe,1868,74.9,,,74.9
UK,Western Europe,1869,74.7,,,74.7
UK,Western Europe,1870,70.3,,,70.3
UK,Western Europe,1871,64.2,,,64.2
UK,Western Europe,1872,60.4,,,60.4
UK,Western Europe,1873,57.2,,,57.2
UK,Western Europe,1874,57.2,,,57.2
UK,Western Europe,1875,57.8,,,57.8
UK,Western Europe,1876,59,,,59
UK,Western Europe,1877,59.8,,,59.8
UK,Western Europe,1878,61.8,,,61.8
UK,Western Europe,1879,64.4,,,64.4
UK,Western Europe,1880,60.6,,,60.6
UK,Western Europe,1881,58.8,,,58.8
UK,Western Europe,1882,56.7,,,56.7
UK,Western Europe,1883,56.6,,,56.6
UK,Western Europe,1884,52.6,,,52.6
UK,Western Europe,1885,53.8,,,53.8
UK,Western Europe,1886,53.6,,,53.6
UK,Western Europe,1887,51.3,,,51.3
UK,Western Europe,1888,47,,,47
UK,Western Europe,1889,44.3,,,44.3
UK,Western Europe,1890,42.9,,,42.9
UK,Western Europe,1891,42.6,,,42.6
UK,Western Europe,1892,43.7,,,43.7
UK,Western Europe,1893,43.4,,,43.4
UK,Western Europe,1894,41,,,41
UK,Western Europe,1895,39.7,,,39.7
UK,Western Europe,1896,38.2,,,38.2
UK,Western Europe,1897,36.3,,,36.3
UK,Western Europe,1898,34.8,,,34.8
UK,Western Europe,1899,32.7,,,32.7
UK,Western Europe,1900,30.2,,,30.2
UK,Western Europe,1901,33.2,,,33.2
UK,Western Europe,1902,35.9,,,35.9
UK,Western Europe,1903,38,,,38
UK,Western Europe,1904,37.8,,,37.8
UK,Western Europe,1905,36.3,,,36.3
UK,Western Europe,1906,34.4,,,34.4
UK,Western Europe,1907,32.4,,,32.4
UK,Western Europe,1908,33.3,,,33.3
UK,Western Europe,1909,32.4,,,32.4
UK,Western Europe,1910,31.7,,,31.7
UK,Western Europe,1911,29.2,,,29.2
UK,Western Europe,1912,27.3,,,27.3
UK,Western Europe,1913,25.8,,,25.8
UK,Western Europe,1914,25.3,,,25.3
UK,Western Europe,1915,36.6,,,36.6
UK,Western Europe,1916,61.4,,,61.4
UK,Western Europe,1917,93.3,,,93.3
UK,Western Europe,1918,114.5,,,114.5
UK,Western Europe,1919,135.2,,,135.2
UK,Western Europe,1920,130.7,,,130.7
UK,Western Europe,1921,154,,,154
UK,Western Europe,1922,171.3,,,171.3
UK,Western Europe,1923,181.7,,,181.7
UK,Western Europe,1924,174.7,,,174.7
UK,Western Europe,1925,168.3,,,168.3
UK,Western Europe,1926,173.5,,,173.5
UK,Western Europe,1927,164,,,164
UK,Western Europe,1928,163.4,,,163.4
UK,Western Europe,1929,159.6,,,159.6
UK,Western Europe,1930,161.6,,,161.6
UK,Western Europe,1931,171.5,,,171.5
UK,Western Europe,1932,175.8,,,175.8
UK,Western Europe,1933,177.6,,,177.6
UK,Western Europe,1934,172.9,,,172.9
UK,Western Europe,1935,165,,,165
UK,Western Europe,1936,156.1,,,156.1
UK,Western Europe,1937,146,,,146
UK,Western Europe,1938,145.7,,,145.7
UK,Western Europe,1939,137.7,,,137.7
UK,Western Europe,1940,110,,,110
UK,Western Europe,1941,119.8,,,119.8
UK,Western Europe,1942,137.5,,,137.5
UK,Western Europe,1943,156.8,,,156.8
UK,Western Europe,1944,182.3,,,182.3
UK,Western Europe,1945,215.6,,,215.6
UK,Western Europe,1946,237.1,,,237.1
UK,Western Europe,1947,237.9,,,237.9
UK,Western Europe,1948,213.7,,,213.7
UK,Western Europe,1949,197.7,,,197.7
UK,Western Europe,1950,194.2,,,194.2
UK,Western Europe,1951,175.2,,,175.2
UK,Western Europe,1952,161.6,,,161.6
UK,Western Europe,1953,151.9,,,151.9
UK,Western Europe,1954,146.5,,,146.5
UK,Western Europe,1955,138.1,,,138.1
UK,Western Europe,1956,129,,,129
UK,Western Europe,1957,122.2,,,122.2
UK,Western Europe,1958,118.1,,,118.1
UK,Western Europe,1959,112.4,,,112.4
UK,Western Europe,1960,106.8,,,106.8
UK,Western Europe,1961,103.1,,,103.1
UK,Western Europe,1962,99.9,,,99.9
UK,Western Europe,1963,98.3,,,98.3
UK,Western Europe,1964,91.2,,,91.2
UK,Western Europe,1965,85,,,85
UK,Western Europe,1966,82.3,,,82.3
UK,Western Europe,1967,79.6,,,79.6
UK,Western Europe,1968,78.6,,,78.6
UK,Western Europe,1969,72.5,,,72.5
UK,Western Europe,1970,64.2,,,64.2
UK,Western Europe,1971,58.2,,,58.2
UK,Western Europe,1972,55.7,,,55.7
UK,Western Europe,1973,49.8,,,49.8
UK,Western Europe,1974,48.3,,,48.3
UK,Western Europe,1975,43.8,,,43.8
UK,Western Europe,1976,45.2,,,45.2
UK,Western Europe,1977,46.1,,,46.1
UK,Western Europe,1978,47.2,,,47.2
UK,Western Europe,1979,44,,,44
UK,Western Europe,1980,41.3,,,41.3
UK,Western Europe,1981,38.8,,,38.8
UK,Western Europe,1982,41.1,,,41.1
UK,Western Europe,1983,41.3,,,41.3
UK,Western Europe,1984,40.8,,,40.8
UK,Western Europe,1985,40.4,,,40.4
UK,Western Europe,1986,41.1,,,41.1
UK,Western Europe,1987,38.6,,,38.6
UK,Western Europe,1988,35.7,,,35.7
UK,Western Europe,1989,32.4,,,32.4
UK,Western Europe,1990,27.4,,,27.4
UK,Western Europe,1991,25.8,,,25.8
UK,Western Europe,1992,24.6,,,24.6
UK,Western Europe,1993,25.7,,,25.7
UK,Western Europe,1994,40.7,,,40.7
UK,Western Europe,1995,43.4,,,43.4
UK,Western Europe,1996,44.6,,,44.6
UK,Western Europe,1997,43.8,,,43.8
UK,Western Europe,1998,40.9,,,40.9
UK,Western Europe,1999,38.8,,,38.8
UK,Western Europe,2000,33.3,,,33.3
UK,Western Europe,2001,32.1,,,32.1
UK,Western Europe,2002,33.1,,,33.1
UK,Western Europe,2003,34,,,34
UK,Western Europe,2004,35.6,,,35.6
UK,Western Europe,2005,37.4,,,37.4
UK,Western Europe,2006,38.4,,,38.4
UK,Western Europe,2007,44.8,,,44.8
UK,Western Europe,2008,43.2,,,43.2
UK,Western Europe,2009,55.2,,,55.2
UK,Western Europe,2010,72,,,72
USA,North America,1790,39.7,1781,,39.7
USA,North America,1791,38.6,1781,,38.6
USA,North America,1792,36.5,1781,,36.5
USA,North America,1793,31.4,1781,,31.4
USA,North America,1794,26,1781,,26
USA,North America,1795,22,1781,,22
USA,North America,1796,20,1781,,20
USA,North America,1797,19.3,1781,,19.3
USA,North America,1798,19.1,1781,,19.1
USA,North America,1799,18.9,1781,,18.9
USA,North America,1800,17.3,1781,,17.3
USA,North America,1801,15.8,1781,,15.8
USA,North America,1802,17.1,1781,,17.1
USA,North America,1803,18,1781,,18
USA,North America,1804,15.5,1781,,15.5
USA,North America,1805,13.5,1781,,13.5
USA,North America,1806,11.3,1781,,11.3
USA,North America,1807,11.2,1781,,11.2
USA,North America,1808,8.9,1781,,8.9
USA,North America,1809,7.8,1781,,7.8
USA,North America,1810,6.9,1781,,6.9
USA,North America,1811,5.9,1781,,5.9
USA,North America,1812,7.2,1781,,7.2
USA,North America,1813,8.5,1781,,8.5
USA,North America,1814,9.3,1781,,9.3
USA,North America,1815,13.8,1781,,13.8
USA,North America,1816,15.2,1781,,15.2
USA,North America,1817,13.6,1781,,13.6
USA,North America,1818,13.1,1781,,13.1
USA,North America,1819,12.6,1781,,12.6
USA,North America,1820,12.9,1781,,12.9
USA,North America,1821,12.8,1781,,12.8
USA,North America,1822,11.4,1781,,11.4
USA,North America,1823,12,1781,,12
USA,North America,1824,11.2,1781,,11.2
USA,North America,1825,10,1781,,10
USA,North America,1826,8.6,1781,,8.6
USA,North America,1827,7.4,1781,,7.4
USA,North America,1828,6.6,1781,,6.6
USA,North America,1829,5.3,1781,,5.3
USA,North America,1830,3.9,1781,,3.9
USA,North America,1831,2.3,1781,,2.3
USA,North America,1832,0.6,1781,0.9,
USA,North America,1833,0.4,1781,0.9,
USA,North America,1834,0.01,1781,0.9,
USA,North America,1835,0.01,1781,0.9,
USA,North America,1836,0.01,1781,0.9,
USA,North America,1837,0.2,1781,0.9,
USA,North America,1838,0.7,1781,0.9,
USA,North America,1839,0.2,1781,0.9,
USA,North America,1840,0.3,1781,0.9,
USA,North America,1841,0.8,1781,0.9,
USA,North America,1842,1.3,1781,,1.3
USA,North America,1843,2.1,1781,,2.1
USA,North America,1844,1.4,1781,,1.4
USA,North America,1845,0.9,1781,0.9,
USA,North America,1846,0.8,1781,0.9,
USA,North America,1847,1.6,1781,,1.6
USA,North America,1848,2,1781,,2
USA,North America,1849,2.6,1781,,2.6
USA,North America,1850,2.5,1781,,2.5
USA,North America,1851,2.5,1781,,2.5
USA,North America,1852,2.2,1781,,2.2
USA,North America,1853,1.8,1781,,1.8
USA,North America,1854,1.1,1781,,1.1
USA,North America,1855,0.9,1781,0.9,
USA,North America,1856,0.8,1781,0.9,
USA,North America,1857,0.7,1781,0.9,
USA,North America,1858,1.1,1781,,1.1
USA,North America,1859,1.3,1781,,1.3
USA,North America,1860,1.5,1781,,1.5
USA,North America,1861,2,1781,,2
USA,North America,1862,9.1,1781,,9.1
USA,North America,1863,14.7,1781,,14.7
USA,North America,1864,19.2,1781,,19.2
USA,North America,1865,27.1,1781,,27.1
USA,North America,1866,30.8,1781,,30.8
USA,North America,1867,32.1,1781,,32.1
USA,North America,1868,32,1781,,32
USA,North America,1869,33,1781,,33
USA,North America,1870,32.1,1781,,32.1
USA,North America,1871,31,1781,,31
USA,North America,1872,27.4,1781,,27.4
USA,North America,1873,25.5,1781,,25.5
USA,North America,1874,26.6,1781,,26.6
USA,North America,1875,27.4,1781,,27.4
USA,North America,1876,26.2,1781,,26.2
USA,North America,1877,25.9,1781,,25.9
USA,North America,1878,26.9,1781,,26.9
USA,North America,1879,25.1,1781,,25.1
USA,North America,1880,20.4,1781,,20.4
USA,North America,1881,17.8,1781,,17.8
USA,North America,1882,15.7,1781,,15.7
USA,North America,1883,15.3,1781,,15.3
USA,North America,1884,15.5,1781,,15.5
USA,North America,1885,16.1,1781,,16.1
USA,North America,1886,14.5,1781,,14.5
USA,North America,1887,12.7,1781,,12.7
USA,North America,1888,12.2,1781,,12.2
USA,North America,1889,11.6,1781,,11.6
USA,North America,1890,10.3,1781,,10.3
USA,North America,1891,10,1781,,10
USA,North America,1892,9.7,1781,,9.7
USA,North America,1893,10,1781,,10
USA,North America,1894,11.6,1781,,11.6
USA,North America,1895,10.7,1781,,10.7
USA,North America,1896,11.4,1781,,11.4
USA,North America,1897,11.2,1781,,11.2
USA,North America,1898,9.9,1781,,9.9
USA,North America,1899,10.2,1781,,10.2
USA,North America,1900,10.4,1781,,10.4
USA,North America,1901,9.6,1781,,9.6
USA,North America,1902,9,1781,,9
USA,North America,1903,8.5,1781,,8.5
USA,North America,1904,8.8,1781,,8.8
USA,North America,1905,7.9,1781,,7.9
USA,North America,1906,7.5,1781,,7.5
USA,North America,1907,7.2,1781,,7.2
USA,North America,1908,8.7,1781,,8.7
USA,North America,1909,8.2,1781,,8.2
USA,North America,1910,7.9,1781,,7.9
USA,North America,1911,8.1,1781,,8.1
USA,North America,1912,7.7,1781,,7.7
USA,North America,1913,7.5,1781,,7.5
USA,North America,1914,8,1781,,8
USA,North America,1915,7.9,1781,,7.9
USA,North America,1916,7.3,1781,,7.3
USA,North America,1917,9.6,1781,,9.6
USA,North America,1918,19.3,1781,,19.3
USA,North America,1919,35,1781,,35
USA,North America,1920,29.4,1781,,29.4
USA,North America,1921,32.6,1781,,32.6
USA,North America,1922,31.3,1781,,31.3
USA,North America,1923,26.2,1781,,26.2
USA,North America,1924,24.5,1781,,24.5
USA,North America,1925,22.6,1781,,22.6
USA,North America,1926,20.3,1781,,20.3
USA,North America,1927,19.4,1781,,19.4
USA,North America,1928,18.1,1781,,18.1
USA,North America,1929,16.3,1781,,16.3
USA,North America,1930,17.7,1781,,17.7
USA,North America,1931,22,1781,,22
USA,North America,1932,33.2,1781,,33.2
USA,North America,1933,40,1781,,40
USA,North America,1934,41,1781,,41
USA,North America,1935,39.2,1781,,39.2
USA,North America,1936,40.3,1781,,40.3
USA,North America,1937,39.6,1781,,39.6
USA,North America,1938,43.2,1781,,43.2
USA,North America,1939,43.9,1781,,43.9
USA,North America,1940,42.4,1781,,42.4
USA,North America,1941,38.6,1781,,38.6
USA,North America,1942,44.7,1781,,44.7
USA,North America,1943,68.8,1781,,68.8
USA,North America,1944,91.4,1781,,91.4
USA,North America,1945,116,1781,,116
USA,North America,1946,121.3,1781,,121.3
USA,North America,1947,105.8,1781,,105.8
USA,North America,1948,93.8,1781,,93.8
USA,North America,1949,94.6,1781,,94.6
USA,North America,1950,87.6,1781,,87.6
USA,North America,1951,75.2,1781,,75.2
USA,North America,1952,72.3,1781,,72.3
USA,North America,1953,70.1,1781,,70.1
USA,North America,1954,71.3,1781,,71.3
USA,North America,1955,66.2,1781,,66.2
USA,North America,1956,62.4,1781,,62.4
USA,North America,1957,58.7,1781,,58.7
USA,North America,1958,59.1,1781,,59.1
USA,North America,1959,56.2,1781,,56.2
USA,North America,1960,54.4,1781,,54.4
USA,North America,1961,53,1781,,53
USA,North America,1962,50.9,1781,,50.9
USA,North America,1963,49.5,1781,,49.5
USA,North America,1964,47,1781,,47
USA,North America,1965,44.1,1781,,44.1
USA,North America,1966,40.6,1781,,40.6
USA,North America,1967,39.2,1781,,39.2
USA,North America,1968,38.2,1781,,38.2
USA,North America,1969,35.9,1781,,35.9
USA,North America,1970,35.7,1781,,35.7
USA,North America,1971,35.3,1781,,35.3
USA,North America,1972,34.5,1781,,34.5
USA,North America,1973,33.1,1781,,33.1
USA,North America,1974,31.7,1781,,31.7
USA,North America,1975,32.6,1781,,32.6
USA,North America,1976,34,1781,,34
USA,North America,1977,34.4,1781,,34.4
USA,North America,1978,33.6,1781,,33.6
USA,North America,1979,32.3,1781,,32.3
USA,North America,1980,32.6,1781,,32.6
USA,North America,1981,31.9,1781,,31.9
USA,North America,1982,35.1,1781,,35.1
USA,North America,1983,39,1781,,39
USA,North America,1984,40,1781,,40
USA,North America,1985,43.2,1781,,43.2
USA,North America,1986,47.7,1781,,47.7
USA,North America,1987,49.6,1781,,49.6
USA,North America,1988,51,1781,,51
USA,North America,1989,52.1,1781,,52.1
USA,North America,1990,55.7,1781,,55.7
USA,North America,1991,61.2,1781,,61.2
USA,North America,1992,64.1,1781,,64.1
USA,North America,1993,66.2,1781,,66.2
USA,North America,1994,66.2,1781,,66.2
USA,North America,1995,67.1,1781,,67.1
USA,North America,1996,66.7,1781,,66.7
USA,North America,1997,65,1781,,65
USA,North America,1998,62.8,1781,,62.8
USA,North America,1999,60.5,1781,,60.5
USA,North America,2000,57,1781,,57
USA,North America,2001,56.5,1781,,56.5
USA,North America,2002,58.5,1781,,58.5
USA,North America,2003,60.9,1781,,60.9
USA,North America,2004,62.2,1781,,62.2
USA,North America,2005,62.8,1781,,62.8
USA,North America,2006,63.5,1781,,63.5
USA,North America,2007,64,1781,,64
USA,North America,2008,74.1,1781,,74.1
USA,North America,2009,83.5,1781,,83.5
USA,North America,2010,89.9,1781,,89.9
Uruguay,LAC,1871,32.6,1811,,32.6
Uruguay,LAC,1872,28,1811,,28
Uruguay,LAC,1873,26.6,1811,,26.6
Uruguay,LAC,1874,28.5,1811,,28.5
Uruguay,LAC,1875,34.1,1811,,34.1
Uruguay,LAC,1876,31.6,1811,,31.6
Uruguay,LAC,1877,27.3,1811,,27.3
Uruguay,LAC,1878,24.8,1811,,24.8
Uruguay,LAC,1879,26.1,1811,,26.1
Uruguay,LAC,1880,21.9,1811,,21.9
Uruguay,LAC,1881,21.5,1811,,21.5
Uruguay,LAC,1882,19.6,1811,,19.6
Uruguay,LAC,1883,71.5,1811,,71.5
Uruguay,LAC,1884,72.6,1811,,72.6
Uruguay,LAC,1885,91.8,1811,,91.8
Uruguay,LAC,1886,97.6,1811,,97.6
Uruguay,LAC,1887,124.2,1811,,124.2
Uruguay,LAC,1888,91.7,1811,,91.7
Uruguay,LAC,1889,105.4,1811,,105.4
Uruguay,LAC,1890,94.2,1811,,94.2
Uruguay,LAC,1891,101.5,1811,,101.5
Uruguay,LAC,1892,105.4,1811,,105.4
Uruguay,LAC,1893,98.9,1811,,98.9
Uruguay,LAC,1894,81.8,1811,,81.8
Uruguay,LAC,1895,84.3,1811,,84.3
Uruguay,LAC,1896,90.2,1811,,90.2
Uruguay,LAC,1897,93.5,1811,,93.5
Uruguay,LAC,1898,90.5,1811,,90.5
Uruguay,LAC,1899,74.9,1811,,74.9
Uruguay,LAC,1900,93.2,1811,,93.2
Uruguay,LAC,1901,98.9,1811,,98.9
Uruguay,LAC,1902,81.3,1811,,81.3
Uruguay,LAC,1903,73.7,1811,,73.7
Uruguay,LAC,1904,70.8,1811,,70.8
Uruguay,LAC,1905,117.4,1811,,117.4
Uruguay,LAC,1906,110.7,1811,,110.7
Uruguay,LAC,1907,102.2,1811,,102.2
Uruguay,LAC,1908,89.2,1811,,89.2
Uruguay,LAC,1909,83.4,1811,,83.4
Uruguay,LAC,1910,92.4,1811,,92.4
Uruguay,LAC,1911,88.9,1811,,88.9
Uruguay,LAC,1912,77.8,1811,,77.8
Uruguay,LAC,1913,55.1,1811,,55.1
Uruguay,LAC,1914,49.3,1811,,49.3
Uruguay,LAC,1915,39.4,1811,,39.4
Uruguay,LAC,1916,40.5,1811,,40.5
Uruguay,LAC,1917,29.1,1811,,29.1
Uruguay,LAC,1918,25.9,1811,,25.9
Uruguay,LAC,1919,20.4,1811,,20.4
Uruguay,LAC,1920,38.5,1811,,38.5
Uruguay,LAC,1921,43.7,1811,,43.7
Uruguay,LAC,1922,38.8,1811,,38.8
Uruguay,LAC,1923,28.8,1811,,28.8
Uruguay,LAC,1924,26.9,1811,,26.9
Uruguay,LAC,1925,35.1,1811,,35.1
Uruguay,LAC,1926,36.1,1811,,36.1
Uruguay,LAC,1927,34.4,1811,,34.4
Uruguay,LAC,1928,31.8,1811,,31.8
Uruguay,LAC,1929,37.8,1811,,37.8
Uruguay,LAC,1930,17,1811,,17
Uruguay,LAC,1931,19.7,1811,,19.7
Uruguay,LAC,1932,34.6,1811,,34.6
Uruguay,LAC,1933,47.3,1811,,47.3
Uruguay,LAC,1934,48.1,1811,,48.1
Uruguay,LAC,1935,35,1811,,35
Uruguay,LAC,1936,37.3,1811,,37.3
Uruguay,LAC,1937,35.4,1811,,35.4
Uruguay,LAC,1938,34.6,1811,,34.6
Uruguay,LAC,1939,35.5,1811,,35.5
Uruguay,LAC,1940,33.3,1811,,33.3
Uruguay,LAC,1941,30.4,1811,,30.4
Uruguay,LAC,1942,36.6,1811,,36.6
Uruguay,LAC,1943,21.1,1811,,21.1
Uruguay,LAC,1944,21.3,1811,,21.3
Uruguay,LAC,1945,16.8,1811,,16.8
Uruguay,LAC,1946,13.1,1811,,13.1
Uruguay,LAC,1947,,1811,,
Uruguay,LAC,1948,,1811,,
Uruguay,LAC,1949,,1811,,
Uruguay,LAC,1950,,1811,,
Uruguay,LAC,1951,,1811,,
Uruguay,LAC,1952,,1811,,
Uruguay,LAC,1953,,1811,,
Uruguay,LAC,1954,,1811,,
Uruguay,LAC,1955,,1811,,
Uruguay,LAC,1956,,1811,,
Uruguay,LAC,1957,,1811,,
Uruguay,LAC,1958,,1811,,
Uruguay,LAC,1959,,1811,,
Uruguay,LAC,1960,,1811,,
Uruguay,LAC,1961,,1811,,
Uruguay,LAC,1962,,1811,,
Uruguay,LAC,1963,,1811,,
Uruguay,LAC,1964,,1811,,
Uruguay,LAC,1965,,1811,,
Uruguay,LAC,1966,,1811,,
Uruguay,LAC,1967,,1811,,
Uruguay,LAC,1968,,1811,,
Uruguay,LAC,1969,,1811,,
Uruguay,LAC,1970,13.4,1811,,13.4
Uruguay,LAC,1971,13,1811,,13
Uruguay,LAC,1972,18.3,1811,,18.3
Uruguay,LAC,1973,11.3,1811,,11.3
Uruguay,LAC,1974,16.9,1811,,16.9
Uruguay,LAC,1975,21.4,1811,,21.4
Uruguay,LAC,1976,23.3,1811,,23.3
Uruguay,LAC,1977,22.5,1811,,22.5
Uruguay,LAC,1978,19.4,1811,,19.4
Uruguay,LAC,1979,16,1811,,16
Uruguay,LAC,1980,15.9,1811,,15.9
Uruguay,LAC,1981,16.7,1811,,16.7
Uruguay,LAC,1982,32.4,1811,,32.4
Uruguay,LAC,1983,75.9,1811,,75.9
Uruguay,LAC,1984,87.1,1811,,87.1
Uruguay,LAC,1985,95.9,1811,,95.9
Uruguay,LAC,1986,83.1,1811,,83.1
Uruguay,LAC,1987,70.9,1811,,70.9
Uruguay,LAC,1988,64,1811,,64
Uruguay,LAC,1989,63.2,1811,,63.2
Uruguay,LAC,1990,59.5,1811,,59.5
Uruguay,LAC,1991,45.1,1811,,45.1
Uruguay,LAC,1992,44.4,1811,,44.4
Uruguay,LAC,1993,38.9,1811,,38.9
Uruguay,LAC,1994,39.3,1811,,39.3
Uruguay,LAC,1995,37.2,1811,,37.2
Uruguay,LAC,1996,36.1,1811,,36.1
Uruguay,LAC,1997,34,1811,,34
Uruguay,LAC,1998,36,1811,,36
Uruguay,LAC,1999,41.5,1811,,41.5
Uruguay,LAC,2000,45.7,1811,,45.7
Uruguay,LAC,2001,58,1811,,58
Uruguay,LAC,2002,92.6,1811,,92.6
Uruguay,LAC,2003,116.4,1811,,116.4
Uruguay,LAC,2004,109.4,1811,,109.4
Uruguay,LAC,2005,64.8,1811,,64.8
Uruguay,LAC,2006,56.4,1811,,56.4
Uruguay,LAC,2007,52.7,1811,,52.7
Uruguay,LAC,2008,39.7,1811,,39.7
Uruguay,LAC,2009,44.9,1811,,44.9
Venezuela,LAC,1914,35.4,1811,,35.4
Venezuela,LAC,1915,32,1811,,32
Venezuela,LAC,1916,30.9,1811,,30.9
Venezuela,LAC,1917,29.1,1811,,29.1
Venezuela,LAC,1918,16.9,1811,,16.9
Venezuela,LAC,1919,12.5,1811,,12.5
Venezuela,LAC,1920,18.5,1811,,18.5
Venezuela,LAC,1921,16.9,1811,,16.9
Venezuela,LAC,1922,15.7,1811,,15.7
Venezuela,LAC,1923,12.8,1811,,12.8
Venezuela,LAC,1924,9,1811,,9
Venezuela,LAC,1925,6.3,1811,,6.3
Venezuela,LAC,1926,4.7,1811,,4.7
Venezuela,LAC,1927,4.3,1811,,4.3
Venezuela,LAC,1928,3.4,1811,,3.4
Venezuela,LAC,1929,2.6,1811,,2.6
Venezuela,LAC,1930,2.1,1811,,2.1
Venezuela,LAC,1931,1.4,1811,,1.4
Venezuela,LAC,1932,1.3,1811,,1.3
Venezuela,LAC,1933,1.4,1811,,1.4
Venezuela,LAC,1934,1.2,1811,,1.2
Venezuela,LAC,1935,1.1,1811,,1.1
Venezuela,LAC,1936,0.2,1811,0.9,
Venezuela,LAC,1937,0.1,1811,0.9,
Venezuela,LAC,1938,0.1,1811,0.9,
Venezuela,LAC,1939,0.1,1811,0.9,
Venezuela,LAC,1940,0.1,1811,0.9,
Venezuela,LAC,1941,0.01,1811,0.9,
Venezuela,LAC,1942,0.01,1811,0.9,
Venezuela,LAC,1943,0.2,1811,0.9,
Venezuela,LAC,1944,0.6,1811,0.9,
Venezuela,LAC,1945,0.4,1811,0.9,
Venezuela,LAC,1946,0.3,1811,0.9,
Venezuela,LAC,1947,0.3,1811,0.9,
Venezuela,LAC,1948,0.2,1811,0.9,
Venezuela,LAC,1949,0.1,1811,0.9,
Venezuela,LAC,1950,0.1,1811,0.9,
Venezuela,LAC,1951,0.1,1811,0.9,
Venezuela,LAC,1952,0.4,1811,0.9,
Venezuela,LAC,1953,0.2,1811,0.9,
Venezuela,LAC,1954,0.2,1811,0.9,
Venezuela,LAC,1955,0.1,1811,0.9,
Venezuela,LAC,1956,0.1,1811,0.9,
Venezuela,LAC,1957,0.1,1811,0.9,
Venezuela,LAC,1958,2,1811,,2
Venezuela,LAC,1959,2.7,1811,,2.7
Venezuela,LAC,1960,8.4,1811,,8.4
Venezuela,LAC,1961,8.8,1811,,8.8
Venezuela,LAC,1962,7.4,1811,,7.4
Venezuela,LAC,1963,6.3,1811,,6.3
Venezuela,LAC,1964,5,1811,,5
Venezuela,LAC,1965,5.5,1811,,5.5
Venezuela,LAC,1966,6.6,1811,,6.6
Venezuela,LAC,1967,6.8,1811,,6.8
Venezuela,LAC,1968,7.9,1811,,7.9
Venezuela,LAC,1969,9.8,1811,,9.8
Venezuela,LAC,1970,10.5,1811,,10.5
Venezuela,LAC,1971,11.3,1811,,11.3
Venezuela,LAC,1972,11,1811,,11
Venezuela,LAC,1973,9.7,1811,,9.7
Venezuela,LAC,1974,7.7,1811,,7.7
Venezuela,LAC,1975,8.3,1811,,8.3
Venezuela,LAC,1976,9.5,1811,,9.5
Venezuela,LAC,1977,13.7,1811,,13.7
Venezuela,LAC,1978,19.2,1811,,19.2
Venezuela,LAC,1979,15.4,1811,,15.4
Venezuela,LAC,1980,13.3,1811,,13.3
Venezuela,LAC,1981,17.7,1811,,17.7
Venezuela,LAC,1982,19.8,1811,,19.8
Venezuela,LAC,1983,23.5,1811,,23.5
Venezuela,LAC,1984,34.6,1811,,34.6
Venezuela,LAC,1985,34,1811,,34
Venezuela,LAC,1986,79.1,1811,,79.1
Venezuela,LAC,1987,57.6,1811,,57.6
